Date,Confirmed,Recovered,Deaths,ActiveCases,CasesPerDay,Male,Female,Age0To19,Age20To29,Age30To39,Age40To49,Age50To59,Age60To69,Age70OrMore,TotalComfirmed,TotalRecovered,TotalDeaths
2020-05-29,2,0,0,60,2,2,0,0,0,1,0,1,0,0,278,1,1
2020-05-30,3,0,0,63,3,3,0,0,3,0,0,0,0,0,281,1,1
2020-05-31,0,11,0,52,0,0,0,0,0,0,0,0,0,0,281,1,1
2020-06-01,1,0,0,53,1,0,1,0,0,0,1,0,0,0,282,1,1
2020-06-02,6,0,2,57,6,4,2,3,2,0,0,1,0,0,288,3,3
2020-06-03,4,2,0,59,4,2,2,0,1,1,0,0,0,2,292,3,3
2020-06-04,12,3,0,68,12,6,6,3,4,0,0,2,2,1,304,3,3
2020-06-05,29,0,0,97,29,11,18,16,4,5,3,1,0,0,333,3,3
2020-06-06,0,0,1,96,0,0,0,0,0,0,0,0,0,0,333,4,4
2020-06-07,54,10,0,140,54,30,24,11,9,10,13,7,3,1,387,4,4
2020-06-08,44,0,0,184,44,37,7,3,14,15,9,3,0,0,431,4,4
2020-06-09,34,0,0,218,34,25,9,3,20,4,3,1,1,2,465,4,4
2020-06-10,37,4,0,251,37,35,2,1,13,7,9,7,0,0,502,4,4
2020-06-11,61,0,0,312,61,44,14,3,10,18,14,10,2,1,563,4,4
2020-06-12,20,30,0,302,20,12,8,2,7,4,2,1,3,1,583,4,4
2020-06-13,36,15,0,323,36,19,17,9,6,6,7,5,1,2,619,4,4
2020-06-14,37,11,2,347,37,24,13,4,6,6,9,6,2,4,656,6,6
2020-06-15,32,13,1,365,32,19,13,3,7,9,7,4,2,0,688,7,7
2020-06-16,30,38,0,357,30,20,10,4,5,7,2,7,3,2,718,7,7
2020-06-17,29,0,5,381,29,14,15,9,6,7,5,1,1,0,747,12,12
2020-06-18,47,67,0,361,47,32,15,6,11,13,6,7,1,3,794,12,12
2020-06-19,40,30,1,370,40,20,20,12,10,10,2,2,4,0,834,13,13
2020-06-20,19,23,1,365,19,13,6,0,1,5,1,3,3,1,853,14,14
2020-06-21,63,26,1,401,63,39,24,3,15,14,17,9,4,1,916,15,15
2020-06-22,34,12,3,420,34,23,11,10,9,4,8,2,1,0,950,18,18
2020-06-23,70,59,2,429,70,17,22,0,0,0,0,2,0,0,1020,20,20
2020-06-24,41,27,0,443,41,28,9,1,4,10,5,6,2,1,1061,20,20
2020-06-25,30,24,1,448,30,20,10,1,7,8,8,5,1,0,1091,21,21
2020-06-26,50,45,1,452,50,37,13,4,4,9,10,12,1,1,1141,22,22
2020-06-27,56,22,1,485,56,38,18,9,9,14,13,5,6,0,1197,23,23
2020-06-28,40,27,2,496,40,0,0,0,0,0,0,0,0,0,1237,25,25
2020-06-29,85,63,1,517,85,0,0,0,0,0,0,0,0,0,1322,26,26
2020-06-30,58,49,0,526,58,0,0,0,0,0,0,0,0,0,1380,26,26
2020-07-01,80,38,1,567,80,54,26,4,19,19,12,5,4,0,1460,27,27
2020-07-02,73,56,2,582,73,54,19,6,8,17,14,17,4,5,1533,29,29
2020-07-03,39,41,0,580,39,26,13,2,3,9,9,4,5,0,1572,29,29
2020-07-04,25,32,0,573,25,17,8,1,2,6,8,3,2,0,1597,29,29
2020-07-05,31,70,2,532,31,21,10,3,6,8,4,3,3,4,1628,31,31
2020-07-06,137,84,6,579,137,0,0,0,0,0,0,0,0,0,1765,37,37
2020-07-07,186,65,1,699,186,0,0,0,0,0,0,0,0,0,1951,38,38
2020-07-08,57,101,4,651,57,0,0,0,0,0,0,0,0,0,2008,42,42
